X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,LAT,LON,CDPHE_HFEMS_Licensed,Operating_Status,Designation_Level,Date_Data_Updated,Source
297005.202381734,4212047.0733396,2536,070701,LAKE CITY AREA MEDICAL CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 944-2331,HINSDALE,"700 N HENSON STREET, LAKE CITY, CO 81235",38.033409,-107.312981,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
254094.541754979,4436823.08880328,2537,070801,MEEKER FAMILY HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 878-5047,RIO BLANCO,"100 PIONEERS MEDICAL CENTER DR, MEEKER, CO 81641",40.045807,-107.88253,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
262432.87396367,4378288.55163631,2538,0708UH,GRAND RIVER PRIMARY CARE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 625-1100,GARFIELD,"501 AIRPORT ROAD, RIFLE, CO 81650",39.521412,-107.763725,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
240120.62198881,4370484.4834757,2539,0708VV,GRAND RIVER HEALTH CLINIC WEST,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 285-7046,GARFIELD,"201 SIPPERELLE DRIVE, PARACHUTE, CO 81635",39.444733,-108.019928,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
402979.28121936,4297616.62129105,2540,0709WT,BUENA VISTA HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 395-9048,CHAFFEE,"28374 COUNTY ROAD 317, BUENA VISTA, CO 81211",38.821994,-106.117628,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
410201.882438391,4103337.94902674,2541,0710YU,SAN LUIS VALLEY HEALTH ANTONITO CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 376-2308,CONEJOS,"115 MAIN STREET, ANTONITO, CO 81120",37.07201,-106.010178,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
332150.699911694,4268106.22838392,2542,075EN8,GUNNISON VALLEY HEALTH FAMILY MEDICINE CLINIC - DOWNTOWN,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 641-0211,GUNNISON,"130 E VIRGINIA AVE, GUNNISON, CO 81230",38.545551,-106.926056,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
249941.995800837,4262936.23074809,2543,077PK5,"PEDIATRIC ASSCOCIATES, THE",121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 249-2421,MONTROSE,"947 S 5TH ST, MONTROSE, CO 81401",38.47971,-107.866631,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
408962.341009542,4386973.1939794,2544,079XNT,PEAKS MEDICAL PC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 485-6826,SUMMIT,"956 W ANEMONE TRAIL, DILLON, CO 80435",39.627689,-106.060768,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
398934.720379632,4159750.18239355,2545,07A419,MONTE VISTA RHC OF RIO GRANDE HOSPITAL,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 852-8827,RIO GRANDE,"1033 2ND AVENUE, MONTE VISTA, CO 81144",37.579258,-106.144592,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
545372.902348429,4114261.37984477,2546,07A465,MT SAN RAFAEL HOSPITAL HEALTH CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 846-8050,LAS ANIMAS,"400 BENEDICTA STE A, TRINIDAD, CO 81082",37.173676,-104.488892,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
387539.031602268,4344714.90412834,2547,07AS0H,ST VINCENT FAMILY HEALTH CENTER AND URGENT CARE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,Phone Number Not Avaliable,LAKE,"822 W 4TH ST, LEADVILLE, CO 80461",39.244465,-106.303223,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
649597.224927518,4498691.64266548,2548,07B941,STERLING REGIONAL MEDCENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 521-3223,LOGAN,"102 HAYS AVE, STERLING, CO 80751",40.625523,-103.231247,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
183564.877009702,4141031.0427638,2549,07B943,SOUTHWEST MEMORIAL PRIMARY CARE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 565-8556,MONTEZUMA,"1311A N MILDRED RD, CORTEZ, CO 81321",37.362072,-108.572807,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
281544.301417505,4488486.97402227,2550,07B950,"MEMORIAL HOSPITAL MEDICAL CLINIC, THE",121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 826-3161,MOFFAT,"750 HOSPITAL LOOP, CRAIG, CO 81625",40.518353,-107.578705,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
330534.178448212,4190494.49380826,2551,07C489,CREEDE FAMILY PRACTICE OF RIO GRANDE HOSPITAL,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 658-0929,MINERAL,"802 RIO GRANDE AVENUE, CREEDE, CO 81130",37.846161,-106.926086,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
284095.121168471,4383003.93879927,2552,07CDQQ,GLENWOOD MEDICAL ASSOCIATES - NEW CASTLE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 945-8503,GARFIELD,"820 CASTLE VALLEY BLVD, NEW CASTLE, CO 81647",39.569576,-107.513489,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
328156.62285837,4304370.39071406,2553,07EC1E,GUNNISON VALLEY HEALTH FAMILY MEDICINE CLINIC - CRESTED BUTTE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 349-6749,GUNNISON,"214 6TH ST STE 1, CRESTED BUTTE, CO 81224",38.871399,-106.980858,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
234776.145218259,4292879.87630587,2554,07EVUM,PEDIATRIC ASSOCIATES PROF LLC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 874-7552,DELTA,"242 COTTONWOOD ST  STE 101, DELTA, CO 81416",38.744797,-108.051674,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
282272.51971405,4487989.25260017,2555,07F489,MEMORIAL REGIONAL HEALTH,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 826-3161,MOFFAT,"2020 W VICTORY WAY, CRAIG, CO 81625",40.514065,-107.569946,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515660.036504059,4162178.73636976,2556,07F491,SPANISH PEAKS FAMILY CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 738-4590,HUERFANO,"23400 US HIGHWAY 160, WALSENBURG, CO 81089",37.606564,-104.822578,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
315773.487877885,4124940.64931795,2557,07F493,PAGOSA SPRINGS MEDICAL CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 731-3700,ARCHULETA,"95 SOUTH PAGOSA BLVD, PAGOSA SPRINGS, CO 81147",37.252815,-107.077293,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
410322.118647523,4103609.28059177,2558,07F531,ANTONITO MEDICAL CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 376-2308,CONEJOS,"315 MAIN ST, ANTONITO, CO 81120",37.074467,-106.008858,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
235051.594840953,4292835.90872106,2559,07H524,DELTA HEALTH FAMILY MEDICINE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,Phone Number Not Avaliable,DELTA,"296 STAFFORD LN. STE A, DELTA, CO 81416",38.744484,-108.048492,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
603184.048189377,4456058.86485324,2560,07I160,BANNER HEALTH CLINIC FORT MORGAN,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 542-4700,MORGAN,"909 E RAILROAD AVE, FORT MORGAN, CO 80701",40.248627,-103.786789,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
414977.597901461,4125787.61396671,2561,07J170,SAN LUIS VALLEY LA JARA MEDICAL CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 274-5000,CONEJOS,"509 MAIN STREET, LA JARA, CO 81140",37.274792,-105.959015,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
612582.056183901,4212441.91535529,2562,07JYK9,RURAL HEALTH CLINIC - ROCKY FORD,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 383-6390,OTERO,"1016 ELM AVE, ROCKY FORD, CO 81067",38.052723,-103.716812,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
379702.633953565,4170608.52145211,2563,07K186,RIO GRANDE HOSPITAL CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 657-2418,RIO GRANDE,"0310C COUNTY RD 14, DEL NORTE, CO 81132",37.674789,-106.364136,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
479927.223568242,4256402.02295923,2564,07L200,ST THOMAS MORE RURAL HEALTH CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 285-2700,FREMONT,"1338 PHAY AVE, STE D, CANON CITY, CO 81212",38.455692,-105.230057,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
709633.102236497,4216181.78838936,2565,07L494,LAMAR MEDICAL CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 336-6767,PROWERS,"403 KENDALL DRIVE, LAMAR, CO 81052",38.06913,-102.610229,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
602372.887326141,4457245.48943618,2566,07M203,"FORT MORGAN PEDIATRIC CLINIC, PC",121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 542-2229,MORGAN,"1000 LINCOLN STREET, STE 202, FORT MORGAN, CO 80701",40.259415,-103.796135,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
627683.39191221,4203096.34231408,2567,07M208,ARKANSAS VALLEY FAMILY PRACTICE LLC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 383-2325,OTERO,"2317 SAN JUAN AVE, LA JUNTA, CO 81050",37.966515,-103.546402,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
184325.69824674,4138952.9882288,2568,07M600,SOUTHWEST SCHOOL-BASED HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 564-4855,MONTEZUMA,"418 S SLIGO ST, CORTEZ, CO 81321",37.343636,-108.563347,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
567079.058233697,4395676.28998646,2569,07MRWO,LINCOLN HEALTH BYERS CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(303) 822-5100,ARAPAHOE,"404 E FRONT ST, BYERS, CO 80103",39.708313,-104.217484,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
559764.321487664,4320878.96599261,2570,07N226,EASTERN PLAINS MEDICAL CLINIC OF CALHAN,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 347-0100,EL PASO,"560 CRYSTOLA STREET, CALHAN, CO 80808",39.034924,-104.309479,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
247779.268388669,4264102.82964091,2571,07N227,"PIC PLACE, THE",121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 252-8896,MONTROSE,"87 MERCHANT DRIVE, MONTROSE, CO 81401",38.489601,-107.891815,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
281544.301417505,4488486.97402227,2572,07N661,"MEMORIAL HOSPITAL, THE",121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 826-3161,MOFFAT,"750 HOSPITAL LOOP, CRAIG, CO 81625",40.518353,-107.578705,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
175475.917724294,4443606.86120554,2573,07NSM7,RANGELY FAMILY MEDICINE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 675-2237,RIO BLANCO,"225 EAGLE CREST ST, RANGELY, CO 81648",40.080227,-108.805817,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
397577.421653247,4159836.62997352,2574,07O156,SLV HEALTH MONTE VISTA COMMUNITY CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 589-8194,RIO GRANDE,"103 CHICO CT, MONTE VISTA, CO 81144",37.579887,-106.159973,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
284297.345932144,4488161.04012729,2575,07O157,MEMORIAL HOSPITAL,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 826-2400,MOFFAT,"600 RUSSELL STREET, CRAIG, CO 81625",40.51614,-107.546127,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
208634.271700251,4138413.43271936,2576,07O625,MANCOS VALLEY HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 533-9125,MONTEZUMA,"111 RAILROAD AVE, MANCOS, CO 81328",37.346725,-108.289169,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
411850.718741507,4264467.564659,2577,07P258,SALIDA HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 530-2000,CHAFFEE,"550 W US HWY 50, SALIDA, CO 81201",38.524239,-106.011238,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
479750.821301606,4254296.63905038,2578,07P637,BUTTON FAMILY PRACTICE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 269-8820,FREMONT,"715 SOUTH 9TH STREET, CANON CITY, CO 81212",38.436714,-105.232018,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
627453.221917687,4204317.16352521,2579,07QM0I,RURAL HEALTH CLINIC - LA JUNTA,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 383-5925,OTERO,"1100 CARSON AVE  STE 201/100, LA JUNTA, CO 81050",37.977547,-103.548805,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
711241.797499496,4142484.9820198,2580,07R132,SOUTHEAST COLORADO PHYSICIANS CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 523-6628,BACA,"900 CHURCH STREET, SPRINGFIELD, CO 81073",37.405087,-102.613319,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
706285.426397191,4352874.39554852,2581,07R281,STRATTON MEDICAL CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 348-4650,KIT CARSON,"500 NEBRASKA AVENUE, STRATTON, CO 80836",39.300694,-102.607704,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
729354.773541059,4495495.92149357,2582,07R579,FAMILY PRACTICE OF HOLYOKE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 854-2500,PHILLIPS,"1001 EAST JOHNSON STREET, HOLYOKE, CO 80734",40.578484,-102.29023,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
691854.659755122,4292866.04331874,2583,07R589,KIT CARSON CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 962-3501,CHEYENNE,"102 EAST 2ND AVENUE, KIT CARSON, CO 80825",38.763664,-102.791824,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
740854.768054629,4140978.609069,2584,07S675,WALSH MEDICAL CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 324-5253,BACA,"137 KANSAS ST, WALSH, CO 81090",37.3843,-102.279556,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
187008.195053086,4236134.76503505,2585,07S677,BASIN CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 865-2665,MONTROSE,"421 WEST ADAMS RD, NATURITA, CO 81422",38.218777,-108.575035,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
479729.583467597,4256430.92510095,2586,07S681,SABATINI PEDIATRICS PC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 275-3442,FREMONT,"612 YALE PLACE, CANON CITY, CO 81212",38.455948,-105.232323,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
183571.53057862,4141171.51500817,2587,07S734,SOUTHWEST WALK-IN CARE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 564-1037,MONTEZUMA,"1413 N MILDRED RD, CORTEZ, CO 81321",37.363338,-108.572792,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
459506.554203026,4220698.37786049,2588,07SJ0K,CUSTER COUNTY HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(303) 283-0400,CUSTER,"704 EDWARDS AVE STE 1, WESTCLIFFE, CO 81252",38.133232,-105.462051,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
381347.208353135,4435051.32986976,2589,07U715,MIDDLE PARK MEDICAL CENTER KREMMLING CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 724-3524,GRAND,"214 S 4TH ST, KREMMLING, CO 80459",40.057365,-106.391174,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
693259.182326678,4261459.2168895,2590,07V253,WEISBROD CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 438-2251,KIOWA,"1211 LUTHER STREET, EADS, CO 81036",38.480534,-102.784393,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
650534.449509967,4497389.98126468,2591,07W353,BANNER FAMILY CARE CLINIC - STERLING,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 522-0122,LOGAN,"615 FAIRHURST ST, STERLING, CO 80751",40.613632,-103.220482,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
432951.820290419,4418900.5942544,2592,07X799,MIDDLE PARK MEDICAL CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 887-5800,GRAND,"47 COOPER CREEK WAY, WINTER PARK, CO 80482",39.917549,-105.784531,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
235047.299600632,4292727.9283845,2593,07XGYG,DELTA HEALTH URGENT CARE AND BEHAVIORAL HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 874-6008,DELTA,"70 STAFFORD LANE SUITE A, DELTA, CO 81416",38.743511,-108.0485,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
652213.33116341,4446927.37341224,2594,07Y303,AKRON CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 345-6336,WASHINGTON,"82 MAIN, AKRON, CO 80720",40.15892,-103.2127,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
421107.607331151,4436583.89673924,2595,07Y385,MIDDLE PARK MEDICAL CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 887-5800,GRAND,"1000 GRANBY PARK DRIVE SOUTH, GRANBY, CO 80446",40.075831,-105.925252,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
407487.133919522,4380653.97373228,2596,07Y770,"SUMMIT COMMUNITY CARE CLINIC, INC",121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 668-4040,SUMMIT,"360 PEAK ONE DRIVE, STE 100, FRISCO, CO 80443",39.570602,-106.077072,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
429278.474589948,4455796.34851672,2597,07Y774,MIDDLE PARK HEALTH GRAND LAKE CLINIC,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 557-6044,GRAND,"301 MARINA DR, GRAND LAKE, CO 80447",40.249634,-105.831543,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
235044.387868028,4292940.82762435,2598,07Z398,DCMH URGENT CARE,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(970) 874-7696,DELTA,"155 STAFFORD LANE, DELTA, CO 81416",38.745426,-108.048615,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
400290.30266948,4216143.61692194,2599,07Z400,SAGUACHE HEALTH CENTER,121,All Other Factypes,Clinic,MEDICARE,RHC,0,(719) 655-2531,SAGUACHE,"405 DENVER AVE, SAGUACHE, CO 81149",38.087589,-106.137016,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
521804.504411663,4386193.48239692,2600,1000L9,A1 QUALITY HUMAN SERVICES INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 800-1845,ARAPAHOE,"5008 S MALAYA CT, AURORA, CO 80015",39.625229,-104.745941,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
651768.393081998,4498783.8132061,2601,10016B,STERLING MEDCARE HOME HEALTH INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(970) 522-6807,LOGAN,"210 CHESTNUT ST, STERLING, CO 80751",40.625957,-103.205566,Sublicense,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
490605.232287982,4402881.00216636,2602,1003WM,HAND AND HEART HOST HOMES AGENCY,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 332-9807,JEFFERSON,"4251 KIPLING ST SUITE 140, WHEAT RIDGE, CO 80033",39.775814,-105.109703,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
496496.474640233,4488058.09100952,2603,1003YH,INTERIM HEALTHCARE OF FORT COLLINS INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(970) 472-4181,LARIMER,"2000 VERMONT DR  STE 100, FORT COLLINS, CO 80524",40.543266,-105.041374,Sublicense,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507707.223167596,4394298.95719533,2604,10040X,SUPREME HEALTH CARE LLC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 388-3886,DENVER,"6795 E TENNESSEE AVE  STE 225A, DENVER, CO 80224",39.698505,-104.910103,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
509723.462343953,4393053.55393534,2605,10044T,AB HOME CARE INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 745-9150,ARAPAHOE,"1602 S PARKER RD STE 311, DENVER, CO 80231",39.687263,-104.886604,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
520989.594335051,4385846.17162982,2606,10045R,1 ABOVE THE REST,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(605) 786-5754,ARAPAHOE,"19982 E RED FOX LN, CENTENNIAL, CO 80015",39.62212,-104.755447,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511714.039787011,4391010.66362152,2607,10048F,MERCY HOME SERVICES INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 337-5517,ARAPAHOE,"2600 S PARKER RD  BLDG 3-239, AURORA, CO 80014",39.668831,-104.863426,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511816.059366358,4390203.41008913,2608,1004BP,ESSENTIAL MEDICAL SERVICES INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 873-0941,ARAPAHOE,"3000 S JAMAICA CT STE 175, AURORA, CO 80014",39.661556,-104.862251,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493024.061553703,4388496.90112918,2609,1004DL,HORIZON HOME CARE LLC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 757-0377,JEFFERSON,"3900 S WADSWORTH BLVD STE 300, LAKEWOOD, CO 80235",39.646233,-105.081306,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493024.061553703,4388496.90112918,2610,1004E1,PERSONAL ASSISTANCE SERVICES OF COLORADO LLC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 233-3122,JEFFERSON,"3900 S WADSWORTH BLVD STE 225, LAKEWOOD, CO 80235",39.646233,-105.081306,Sublicense,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
496750.237740032,4445793.52592401,2611,1004EL,UPSIDE COLLECTIVE INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 978-8333,WELD,"2950 COLORFUL AVE STE 100, LONGMONT, CO 80504",40.162495,-105.038162,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
